met,split,value,src,trg,model
rmse,3,0.06046944838874975,CTRPv2,CTRPv2,hidra
rmse,4,0.06072663129600606,CTRPv2,CTRPv2,hidra
rmse,5,0.058370913340989844,CTRPv2,CTRPv2,hidra
rmse,6,0.05954319770912337,CTRPv2,CTRPv2,hidra
rmse,7,0.059483570077699485,CTRPv2,CTRPv2,hidra
rmse,8,0.05941027346668161,CTRPv2,CTRPv2,hidra
rmse,9,0.05855938443381696,CTRPv2,CTRPv2,hidra
pcc,0,0.9153174538142518,CTRPv2,CTRPv2,hidra
pcc,1,0.9143315418425606,CTRPv2,CTRPv2,hidra
pcc,2,0.9160461111672908,CTRPv2,CTRPv2,hidra
pcc,3,0.9096676434611883,CTRPv2,CTRPv2,hidra
pcc,4,0.9108664656179111,CTRPv2,CTRPv2,hidra
pcc,5,0.9155138517231859,CTRPv2,CTRPv2,hidra
pcc,6,0.9120394276195992,CTRPv2,CTRPv2,hidra
pcc,7,0.9116266293183415,CTRPv2,CTRPv2,hidra
pcc,8,0.9123139429651139,CTRPv2,CTRPv2,hidra
pcc,9,0.9138590083331777,CTRPv2,CTRPv2,hidra
scc,0,0.8567364956112727,CTRPv2,CTRPv2,hidra
scc,1,0.8622016282067256,CTRPv2,CTRPv2,hidra
scc,2,0.8635437095692172,CTRPv2,CTRPv2,hidra
scc,3,0.8608935647313675,CTRPv2,CTRPv2,hidra
scc,4,0.8610667720222059,CTRPv2,CTRPv2,hidra
scc,5,0.8606625788345919,CTRPv2,CTRPv2,hidra
scc,6,0.8591118034374527,CTRPv2,CTRPv2,hidra
scc,7,0.856061670840547,CTRPv2,CTRPv2,hidra
scc,8,0.8566589293758302,CTRPv2,CTRPv2,hidra
scc,9,0.8593563622460227,CTRPv2,CTRPv2,hidra
r2,0,0.8361070920805495,CTRPv2,CTRPv2,hidra
r2,1,0.8345516909080815,CTRPv2,CTRPv2,hidra
r2,2,0.8385504935184573,CTRPv2,CTRPv2,hidra
r2,3,0.8268384326136584,CTRPv2,CTRPv2,hidra
r2,4,0.8256858548756435,CTRPv2,CTRPv2,hidra
r2,5,0.8372714817704728,CTRPv2,CTRPv2,hidra
r2,6,0.8299259536039447,CTRPv2,CTRPv2,hidra
r2,7,0.8293762967407167,CTRPv2,CTRPv2,hidra
r2,8,0.8282171137231855,CTRPv2,CTRPv2,hidra
r2,9,0.8343420331641807,CTRPv2,CTRPv2,hidra
mse,0,0.02302385681778528,CTRPv2,GDSCv1,hidra
mse,1,0.02296665638583227,CTRPv2,GDSCv1,hidra
